transaction_id,itemDescription
2270_2015-08-11,hygiene articles
1482_2015-11-22,canned fish
4720_2015-02-22,other vegetables
2397_2015-10-04,shopping bags
4182_2015-05-12,other vegetables
4487_2015-07-10,tea
3467_2015-12-24,sausage
2443_2015-11-15,soda
2749_2015-01-27,onions
4389_2015-04-13,whole milk
4494_2015-01-06,rolls/buns
2460_2015-09-28,grapes
4509_2015-11-29,butter milk
2267_2015-07-03,oil
4891_2015-09-05,curd
4964_2015-07-18,yogurt
2914_2015-11-30,bottled water
3808_2015-08-18,frozen meals
4149_2015-01-07,other vegetables
2331_2015-06-05,liquor
4475_2015-04-03,misc. beverages
2761_2015-04-25,rolls/buns
2620_2015-12-14,whole milk
3206_2015-10-13,tropical fruit
1226_2015-04-13,pastry
1395_2015-03-07,other vegetables
2465_2015-06-07,pip fruit
3572_2015-07-09,specialty chocolate
4387_2015-05-08,grapes
1181_2015-11-16,root vegetables
2814_2015-05-11,root vegetables
2794_2015-09-16,brandy
2912_2015-01-28,soda
4667_2015-01-12,other vegetables
3449_2015-03-08,soda
1027_2015-05-17,hamburger meat
2229_2015-05-30,root vegetables
1547_2015-04-18,soda
3254_2015-09-10,brown bread
2818_2015-11-07,root vegetables
2703_2015-05-08,dishes
3332_2015-01-31,frozen dessert
2810_2015-12-30,pip fruit
4222_2015-05-27,rum
3679_2015-09-21,pot plants
2212_2015-08-27,dessert
1507_2015-06-22,frozen fish
2870_2015-01-21,whole milk
4148_2015-04-09,soda
2970_2015-12-30,meat
2013_2015-08-30,rolls/buns
3935_2015-07-02,berries
3283_2015-05-01,soda
3677_2015-04-30,tropical fruit
3495_2015-06-27,hard cheese
1410_2015-10-04,liquor
2440_2015-06-06,whole milk
4088_2015-01-13,pip fruit
2469_2015-09-23,frozen vegetables
4229_2015-03-06,soda
2728_2015-08-02,root vegetables
2836_2015-12-29,berries
1311_2015-02-12,berries
1760_2015-01-23,sausage
3656_2015-03-02,frozen fish
3720_2015-05-28,white bread
2996_2015-09-26,dishes
2447_2015-12-28,butter
1952_2015-03-23,canned beer
4099_2015-01-27,misc. beverages
1510_2015-05-16,ice cream
2879_2015-04-18,chocolate
4326_2015-09-29,root vegetables
1670_2015-05-17,citrus fruit
1117_2015-05-24,whole milk
1346_2015-04-03,tropical fruit
1178_2015-11-15,chocolate
1649_2015-06-25,white wine
4651_2015-06-21,citrus fruit
4429_2015-07-21,rolls/buns
4645_2015-07-25,whole milk
4019_2015-07-24,margarine
4459_2015-04-26,soda
3006_2015-12-27,pork
1834_2015-09-17,shopping bags
3236_2015-07-04,condensed milk
1765_2015-03-11,beef
3855_2015-03-09,citrus fruit
4392_2015-11-28,whole milk
3330_2015-07-26,chewing gum
4110_2015-03-30,pork
2600_2015-01-28,frozen meals
2946_2015-10-07,pip fruit
2426_2015-09-08,tropical fruit
4170_2015-05-03,frozen meals
1109_2015-04-06,frozen vegetables
3429_2015-01-04,curd
2055_2015-02-04,chicken
2441_2015-05-30,bottled water
3939_2015-02-10,cake bar
1367_2015-08-05,beef
2231_2015-10-17,soda
3235_2015-12-28,ice cream
4554_2015-07-16,citrus fruit
3245_2015-01-24,white wine
2996_2015-05-19,UHT-milk
2507_2015-01-05,bottled water
3760_2015-11-22,UHT-milk
4928_2015-08-18,spread cheese
4217_2015-12-18,yogurt
1174_2015-02-11,soft cheese
4103_2015-06-19,red/blush wine
4408_2015-03-13,white bread
2588_2015-12-28,yogurt
2598_2015-11-11,brandy
2702_2015-04-08,bottled water
2838_2015-11-10,bottled water
1683_2015-05-26,turkey
4040_2015-04-03,whole milk
3897_2015-08-23,baking powder
2200_2015-03-11,grapes
4073_2015-01-29,dessert
3700_2015-04-19,whole milk
3973_2015-06-10,curd
4002_2015-09-03,whole milk
2962_2015-03-01,tropical fruit
4340_2015-12-25,candles
2092_2015-11-06,root vegetables
3143_2015-05-24,root vegetables
2209_2015-10-03,other vegetables
2816_2015-08-22,grapes
2659_2015-06-01,rolls/buns
1144_2015-10-15,root vegetables
2166_2015-12-10,other vegetables
3300_2015-10-06,root vegetables
3944_2015-01-03,cream cheese 
4979_2015-04-24,rolls/buns
1743_2015-04-18,dessert
2331_2015-02-15,yogurt
1291_2015-03-20,fruit/vegetable juice
3675_2015-07-04,meat
4134_2015-11-06,whole milk
1363_2015-06-21,whole milk
4212_2015-05-01,tropical fruit
1500_2015-03-21,pork
2622_2015-10-01,canned fish
3543_2015-03-18,fruit/vegetable juice
1771_2015-03-23,sausage
4694_2015-02-06,citrus fruit
1122_2015-12-21,citrus fruit
3507_2015-08-12,red/blush wine
4524_2015-04-26,pastry
3262_2015-06-11,newspapers
1897_2015-01-25,root vegetables
1656_2015-10-30,sliced cheese
3953_2015-01-10,berries
1652_2015-03-17,citrus fruit
3445_2015-04-30,tropical fruit
3180_2015-03-15,sugar
4934_2015-09-06,other vegetables
2763_2015-02-13,rolls/buns
4819_2015-03-04,meat
3169_2015-07-02,white bread
1850_2015-03-11,grapes
4285_2015-12-29,rolls/buns
4366_2015-08-13,semi-finished bread
2253_2015-06-16,rolls/buns
3398_2015-03-11,citrus fruit
2215_2015-07-22,frozen vegetables
3737_2015-03-03,berries
2649_2015-11-28,root vegetables
3203_2015-08-07,pet care
4261_2015-02-16,tropical fruit
2046_2015-08-21,pork
4267_2015-02-11,butter
1086_2015-12-28,citrus fruit
3622_2015-07-26,cake bar
4700_2015-06-27,whole milk
2272_2015-05-16,whole milk
1663_2015-05-19,yogurt
2519_2015-06-03,frozen fish
2639_2015-10-30,other vegetables
4122_2015-10-23,UHT-milk
3598_2015-04-15,UHT-milk
3097_2015-08-10,brown bread
1537_2015-02-01,yogurt
1136_2015-06-15,citrus fruit
2453_2015-12-21,bottled beer
1746_2015-02-15,pip fruit
3207_2015-11-26,soda
1042_2015-02-12,dessert
1176_2015-03-30,tropical fruit
3054_2015-02-23,sausage
4486_2015-12-02,rolls/buns
1580_2015-12-05,whole milk
4169_2015-11-24,bottled water
2254_2015-01-24,pork
4095_2015-11-01,butter
1264_2015-11-17,pastry
3375_2015-01-06,citrus fruit
3242_2015-05-23,whole milk
2227_2015-06-07,herbs
3847_2015-12-03,organic sausage
1799_2015-09-27,whole milk
2920_2015-04-26,hard cheese
3713_2015-01-31,citrus fruit
4230_2015-11-05,grapes
1455_2015-03-18,specialty bar
2988_2015-10-14,yogurt
4242_2015-03-30,brown bread
4118_2015-12-24,other vegetables
4996_2015-10-24,bottled beer
4489_2015-03-04,frozen vegetables
4108_2015-05-12,candy
3484_2015-06-05,candy
1239_2015-08-31,tropical fruit
4839_2015-12-19,shopping bags
4748_2015-05-07,fruit/vegetable juice
4426_2015-06-06,whole milk
3571_2015-12-11,beef
2852_2015-06-08,whipped/sour cream
3638_2015-05-26,grapes
3635_2015-03-10,rolls/buns
2723_2015-05-07,tropical fruit
3495_2015-03-11,root vegetables
2813_2015-11-16,yogurt
4723_2015-05-22,pastry
2991_2015-02-16,root vegetables
1483_2015-04-01,sausage
3950_2015-10-01,tropical fruit
1634_2015-01-16,yogurt
2694_2015-11-21,pip fruit
2707_2015-10-18,pastry
2276_2015-01-11,pork
4353_2015-05-25,hamburger meat
1422_2015-08-21,curd
2714_2015-03-15,chocolate
2769_2015-07-21,canned beer
4166_2015-04-30,mustard
4361_2015-09-05,chicken
4728_2015-09-06,rolls/buns
2119_2015-06-11,packaged fruit/vegetables
1602_2015-08-29,beef
2256_2015-04-11,curd
1348_2015-09-17,beef
3806_2015-08-28,pork
3959_2015-04-12,popcorn
1590_2015-08-15,whole milk
2551_2015-10-21,beef
4531_2015-05-29,shopping bags
4415_2015-01-27,coffee
1476_2015-08-26,shopping bags
3978_2015-07-23,beef
3252_2015-06-28,brown bread
3922_2015-06-24,grapes
1491_2015-10-17,other vegetables
3526_2015-08-26,white wine
4060_2015-12-11,canned beer
1067_2015-04-08,pork
4484_2015-11-27,pork
2353_2015-02-07,bottled water
3130_2015-02-18,bottled water
2504_2015-08-14,tropical fruit
4129_2015-09-22,onions
4511_2015-06-29,pork
1602_2015-08-04,whole milk
4369_2015-02-01,yogurt
1302_2015-09-29,root vegetables
3326_2015-04-30,chicken
2066_2015-05-21,zwieback
3483_2015-01-15,chicken
1807_2015-05-18,margarine
2884_2015-01-04,napkins
2293_2015-05-08,chicken
3718_2015-05-20,whole milk
4338_2015-01-25,cream cheese 
3486_2015-11-08,citrus fruit
3635_2015-09-04,red/blush wine
3120_2015-10-20,other vegetables
2702_2015-05-27,whipped/sour cream
4796_2015-06-29,beef
2740_2015-07-02,curd
1833_2015-04-13,tropical fruit
1757_2015-12-23,other vegetables
2975_2015-10-24,cream cheese 
4032_2015-08-10,sausage
3772_2015-03-09,yogurt
4523_2015-10-28,butter
4004_2015-04-19,citrus fruit
2394_2015-06-21,newspapers
4616_2015-08-16,semi-finished bread
3593_2015-11-03,berries
4389_2015-08-27,cake bar
3206_2015-08-11,rum
4601_2015-01-04,salty snack
4382_2015-11-13,hamburger meat
4691_2015-10-12,white wine
3735_2015-11-28,rolls/buns
3900_2015-12-20,sausage
1815_2015-08-30,sausage
4778_2015-01-15,hamburger meat
1734_2015-07-13,bottled water
4019_2015-02-05,meat
4605_2015-05-28,butter
4864_2015-11-14,soda
1862_2015-08-03,other vegetables
1846_2015-07-19,oil
2019_2015-05-28,waffles
2042_2015-11-19,pork
1768_2015-05-26,pickled vegetables
3847_2015-03-26,candy
3557_2015-07-20,chocolate marshmallow
3975_2015-02-27,tropical fruit
4198_2015-03-18,yogurt
4704_2015-08-21,butter
3093_2015-03-13,yogurt
2170_2015-06-18,ham
3899_2015-03-23,tropical fruit
2941_2015-10-03,other vegetables
1958_2015-07-03,liquor
2760_2015-08-08,tropical fruit
4413_2015-08-03,beverages
1737_2015-05-15,citrus fruit
3819_2015-06-28,fruit/vegetable juice
2854_2015-02-08,candy
4387_2015-09-16,rolls/buns
4530_2015-04-12,fruit/vegetable juice
4191_2015-11-03,whipped/sour cream
3102_2015-12-04,other vegetables
1946_2015-01-25,whole milk
2156_2015-05-15,whole milk
1444_2015-12-16,other vegetables
1699_2015-05-14,pip fruit
4954_2015-05-04,grapes
2207_2015-04-08,cream cheese 
4437_2015-11-29,frozen fish
3018_2015-06-27,root vegetables
1195_2015-09-28,soft cheese
3384_2015-11-29,frozen vegetables
2524_2015-10-17,citrus fruit
2096_2015-01-25,soda
1489_2015-03-13,whole milk
1431_2015-07-20,domestic eggs
2747_2015-07-05,butter
3054_2015-03-22,salt
2691_2015-10-09,tropical fruit
1752_2015-04-19,butter milk
3027_2015-09-15,red/blush wine
4452_2015-06-17,pork
4129_2015-08-13,cereals
3523_2015-11-09,other vegetables
2128_2015-02-11,chocolate marshmallow
4867_2015-02-03,whole milk
3958_2015-10-27,brown bread
3292_2015-09-13,pork
2861_2015-02-23,tropical fruit
1757_2015-02-24,salty snack
1509_2015-12-30,liquor (appetizer)
2364_2015-05-11,white bread
3084_2015-10-26,canned beer
1072_2015-10-23,canned beer
4196_2015-07-09,other vegetables
4584_2015-10-25,yogurt
2751_2015-02-03,brown bread
4155_2015-09-24,pork
4566_2015-07-27,pastry
2371_2015-08-30,frozen fish
3442_2015-11-14,pip fruit
3090_2015-09-27,root vegetables
1457_2015-01-09,butter milk
4952_2015-04-08,whole milk
3165_2015-01-11,tropical fruit
2608_2015-09-19,other vegetables
3363_2015-01-07,herbs
1731_2015-09-09,tropical fruit
2760_2015-08-02,other vegetables
3120_2015-01-14,white bread
1332_2015-04-30,whole milk
3145_2015-02-23,citrus fruit
1099_2015-08-13,pork
1827_2015-05-01,whole milk
2485_2015-02-17,pork
4683_2015-01-15,tropical fruit
4358_2015-11-06,pasta
1931_2015-10-09,other vegetables
2490_2015-12-18,pip fruit
4842_2015-12-08,yogurt
4616_2015-01-01,hamburger meat
2810_2015-09-22,citrus fruit
2785_2015-10-18,pork
3591_2015-07-20,newspapers
3896_2015-09-10,dessert
3842_2015-07-01,bottled water
2648_2015-07-10,root vegetables
4688_2015-10-02,dessert
3511_2015-08-26,bottled water
3084_2015-09-04,whole milk
3810_2015-05-07,other vegetables
3584_2015-03-10,photo/film
2620_2015-06-11,pork
2716_2015-01-18,beef
2976_2015-06-02,citrus fruit
2762_2015-11-07,whole milk
3752_2015-04-25,root vegetables
1659_2015-11-30,whole milk
4109_2015-02-08,whipped/sour cream
1542_2015-08-07,whole milk
2068_2015-06-07,whole milk
4509_2015-06-14,whole milk
2122_2015-04-07,tropical fruit
2730_2015-06-15,abrasive cleaner
1800_2015-07-31,rolls/buns
1138_2015-09-02,root vegetables
4104_2015-06-12,other vegetables
4985_2015-02-28,pickled vegetables
4697_2015-01-09,whole milk
4742_2015-01-11,meat
2825_2015-12-29,root vegetables
2592_2015-07-04,onions
4852_2015-08-21,pip fruit
2982_2015-06-14,soda
1981_2015-10-31,specialty chocolate
3497_2015-11-24,pork
4460_2015-05-28,red/blush wine
1335_2015-01-16,coffee
4303_2015-12-07,white bread
3508_2015-02-28,citrus fruit
3856_2015-03-06,long life bakery product
4640_2015-09-25,pip fruit
4851_2015-05-25,herbs
3306_2015-09-22,sausage
2193_2015-04-08,cream cheese 
1156_2015-09-13,other vegetables
4596_2015-04-08,whole milk
1245_2015-10-08,rolls/buns
1515_2015-07-05,other vegetables
2564_2015-07-14,white wine
4527_2015-10-18,tropical fruit
3420_2015-02-27,root vegetables
3601_2015-04-01,meat
3176_2015-05-25,whole milk
2568_2015-07-22,tropical fruit
1856_2015-10-26,tropical fruit
3859_2015-09-30,nuts/prunes
1668_2015-08-21,female sanitary products
1753_2015-08-21,pickled vegetables
4825_2015-01-08,root vegetables
3694_2015-11-10,other vegetables
4147_2015-01-02,bottled beer
2196_2015-10-09,house keeping products
2229_2015-05-22,rolls/buns
4711_2015-09-17,napkins
1216_2015-03-04,onions
3154_2015-05-14,grapes
3111_2015-10-15,whole milk
1158_2015-03-21,citrus fruit
4999_2015-12-26,herbs
2882_2015-06-12,other vegetables
2590_2015-06-25,dog food
4249_2015-08-04,bottled water
3012_2015-05-03,onions
1533_2015-11-07,other vegetables
1667_2015-01-12,onions
4323_2015-05-13,beef
2087_2015-02-22,citrus fruit
1853_2015-05-31,ice cream
2049_2015-10-07,whole milk
3122_2015-05-02,chicken
2245_2015-05-15,whole milk
4746_2015-10-18,ham
4219_2015-03-19,other vegetables
4212_2015-04-07,whipped/sour cream
1902_2015-12-01,butter
1347_2015-03-27,pip fruit
1578_2015-06-23,bottled beer
4632_2015-09-30,canned beer
3452_2015-11-01,other vegetables
3987_2015-06-18,pip fruit
1672_2015-10-07,yogurt
4864_2015-12-01,oil
1283_2015-09-22,chicken
4428_2015-06-28,sugar
2577_2015-10-25,dessert
1973_2015-10-24,specialty chocolate
3284_2015-01-23,newspapers
1905_2015-05-19,other vegetables
1932_2015-09-04,zwieback
1843_2015-11-27,root vegetables
1651_2015-07-28,chicken
3997_2015-10-12,bottled beer
4796_2015-08-25,other vegetables
1245_2015-09-24,other vegetables
3579_2015-08-17,other vegetables
4387_2015-02-10,baking powder
2496_2015-06-29,shopping bags
3590_2015-03-28,other vegetables
2890_2015-04-26,newspapers
1401_2015-01-27,soda
3297_2015-05-21,meat
2867_2015-12-23,bottled water
1170_2015-03-19,sparkling wine
4171_2015-01-26,newspapers
3963_2015-09-17,pork
3076_2015-12-08,butter milk
1629_2015-05-17,ham
3677_2015-07-29,rolls/buns
2844_2015-05-21,whipped/sour cream
4509_2015-09-28,soda
3245_2015-05-11,chocolate
2294_2015-06-22,tropical fruit
3001_2015-12-24,chicken
3587_2015-08-05,pastry
2700_2015-01-22,tropical fruit
3838_2015-12-14,red/blush wine
4045_2015-12-22,whole milk
1858_2015-04-25,yogurt
2280_2015-01-11,organic products
2454_2015-04-06,rolls/buns
4437_2015-10-09,hard cheese
1685_2015-03-30,pickled vegetables
2349_2015-02-26,whole milk
3387_2015-05-10,whole milk
4627_2015-12-18,curd
1773_2015-10-17,pip fruit
3100_2015-05-23,rolls/buns
3673_2015-08-12,butter milk
4068_2015-11-19,tropical fruit
2340_2015-10-07,beef
1930_2015-03-01,soda
1617_2015-02-10,dessert
1028_2015-07-11,root vegetables
3554_2015-07-23,root vegetables
1632_2015-12-15,rolls/buns
1429_2015-02-07,pip fruit
1225_2015-05-20,brown bread
2509_2015-07-15,rolls/buns
4945_2015-08-02,butter
1832_2015-09-28,candles
1518_2015-06-21,yogurt
1512_2015-09-20,domestic eggs
4818_2015-03-20,pastry
4986_2015-02-01,other vegetables
2070_2015-08-16,pip fruit
4729_2015-04-08,frozen vegetables
3204_2015-02-20,oil
3361_2015-07-22,beef
1776_2015-02-25,UHT-milk
2009_2015-10-11,soda
2394_2015-11-22,whole milk
1337_2015-12-25,bottled water
1727_2015-07-18,beef
4326_2015-01-21,whole milk
2212_2015-09-22,other vegetables
1990_2015-08-01,tropical fruit
3836_2015-12-06,other vegetables
4560_2015-07-01,other vegetables
1379_2015-05-18,dishes
1658_2015-09-03,dish cleaner
2948_2015-06-16,yogurt
1273_2015-05-04,whole milk
1155_2015-12-27,brandy
3841_2015-04-02,yogurt
1683_2015-08-20,pip fruit
1774_2015-08-07,other vegetables
1929_2015-05-02,soda
2678_2015-11-28,dessert
3423_2015-06-02,flower (seeds)
4223_2015-07-19,bottled water
2846_2015-09-23,liquor
4103_2015-07-26,whole milk
4789_2015-05-02,curd
2518_2015-05-03,other vegetables
2622_2015-03-07,pip fruit
4321_2015-01-29,chocolate
2050_2015-06-28,other vegetables
3938_2015-05-26,ham
1636_2015-09-19,bottled beer
4694_2015-07-29,whole milk
2432_2015-07-07,frozen fish
4937_2015-05-18,sausage
1293_2015-03-01,light bulbs
2267_2015-01-30,frozen vegetables
3997_2015-06-09,herbs
4792_2015-07-20,UHT-milk
2292_2015-03-25,root vegetables
3151_2015-09-25,dessert
4993_2015-01-21,brown bread
1606_2015-11-11,other vegetables
1815_2015-01-13,bottled water
1395_2015-06-11,soda
3456_2015-06-16,whole milk
1597_2015-02-05,whole milk
2315_2015-05-02,other vegetables
4095_2015-09-29,ham
3680_2015-11-24,whole milk
4750_2015-08-04,whipped/sour cream
1384_2015-08-09,specialty chocolate
3120_2015-08-09,yogurt
1081_2015-04-25,butter milk
1171_2015-05-05,onions
4932_2015-07-08,fruit/vegetable juice
4189_2015-09-11,whole milk
2928_2015-02-11,root vegetables
4817_2015-03-18,whole milk
4254_2015-07-20,white wine
4071_2015-09-19,soda
2109_2015-10-28,tropical fruit
1412_2015-07-05,margarine
4056_2015-10-20,root vegetables
4441_2015-05-05,soda
2107_2015-11-27,bottled water
1497_2015-07-26,butter milk
2211_2015-01-01,pastry
3510_2015-01-02,whole milk
4074_2015-05-27,cream cheese 
3190_2015-11-21,liquor
2297_2015-03-01,shopping bags
3311_2015-07-01,specialty cheese
2125_2015-06-25,frozen meals
4165_2015-08-18,citrus fruit
2336_2015-04-14,other vegetables
3549_2015-08-01,misc. beverages
2854_2015-02-08,whole milk
3413_2015-02-08,sausage
2106_2015-08-13,other vegetables
3929_2015-07-30,yogurt
3857_2015-10-01,tropical fruit
4459_2015-12-18,beverages
4042_2015-12-17,soda
2599_2015-05-06,curd
1580_2015-06-14,whole milk
3269_2015-10-07,whole milk
4368_2015-01-29,bottled water
1111_2015-11-20,semi-finished bread
4841_2015-09-13,citrus fruit
3047_2015-09-07,whole milk
2370_2015-07-18,pastry
3094_2015-06-28,bottled beer
1146_2015-09-12,margarine
2287_2015-12-16,tropical fruit
3911_2015-08-23,salt
4891_2015-04-19,cream cheese 
4837_2015-12-02,bottled beer
4464_2015-10-21,ice cream
4972_2015-02-06,chicken
4295_2015-07-17,butter milk
2729_2015-09-24,other vegetables
1125_2015-11-19,citrus fruit
1850_2015-01-11,hamburger meat
2928_2015-09-22,frozen meals
3717_2015-05-30,frozen vegetables
3809_2015-03-24,ham
3437_2015-02-02,berries
1481_2015-01-17,pip fruit
1050_2015-05-04,whole milk
2918_2015-03-16,pork
4499_2015-08-08,tropical fruit
4117_2015-01-06,bottled beer
1630_2015-05-22,tropical fruit
3512_2015-11-17,rolls/buns
1197_2015-04-27,yogurt
3958_2015-03-04,rolls/buns
4890_2015-09-14,condensed milk
4502_2015-11-22,soda
1516_2015-01-28,oil
4641_2015-11-29,other vegetables
2561_2015-02-26,whipped/sour cream
2344_2015-12-17,yogurt
2643_2015-04-21,whole milk
3236_2015-04-09,rolls/buns
4863_2015-12-30,curd
2264_2015-01-12,tropical fruit
3168_2015-03-20,coffee
1282_2015-11-18,yogurt
2832_2015-11-02,frozen vegetables
1847_2015-04-17,rolls/buns
1231_2015-10-14,root vegetables
3471_2015-03-28,vinegar
2421_2015-11-22,whole milk
4092_2015-06-14,candy
1577_2015-03-16,cream cheese 
3463_2015-06-13,bottled water
3518_2015-08-01,brown bread
4325_2015-10-14,beef
4947_2015-11-18,chicken
2868_2015-03-20,hamburger meat
4537_2015-01-01,brown bread
2243_2015-09-15,rolls/buns
2399_2015-01-21,margarine
2937_2015-06-17,chewing gum
1029_2015-03-14,ham
4384_2015-09-22,canned fish
3756_2015-07-22,bottled water
1259_2015-11-27,root vegetables
2245_2015-01-28,shopping bags
3289_2015-03-01,soft cheese
3742_2015-08-22,hamburger meat
4531_2015-09-29,meat
1581_2015-08-13,onions
2175_2015-03-06,sliced cheese
3465_2015-11-01,soda
2203_2015-06-27,onions
2113_2015-08-16,pork
2805_2015-08-17,canned beer
2120_2015-01-26,whole milk
2071_2015-10-14,whole milk
2610_2015-02-26,shopping bags
3489_2015-11-18,other vegetables
3458_2015-08-13,whole milk
3305_2015-06-24,chocolate
3811_2015-06-24,other vegetables
1782_2015-08-16,yogurt
3050_2015-04-07,whole milk
4924_2015-09-14,butter
3508_2015-08-15,hygiene articles
2545_2015-11-18,frozen dessert
3638_2015-06-06,pip fruit
3971_2015-12-30,bottled beer
4536_2015-04-06,pip fruit
2707_2015-06-12,yogurt
4648_2015-09-14,instant coffee
2699_2015-04-18,whole milk
3119_2015-02-05,chicken
4778_2015-08-24,coffee
3451_2015-04-26,whole milk
4217_2015-11-23,liquor
1334_2015-06-07,onions
2499_2015-11-22,frozen meals
3585_2015-07-21,other vegetables
3161_2015-11-08,other vegetables
2434_2015-06-06,pastry
4448_2015-01-06,tropical fruit
4597_2015-07-13,seasonal products
1606_2015-03-10,bottled beer
3323_2015-11-12,sausage
1308_2015-03-14,root vegetables
2386_2015-01-30,frozen dessert
3910_2015-02-28,photo/film
4274_2015-08-01,whole milk
3101_2015-01-21,brown bread
4416_2015-12-23,whole milk
2375_2015-12-09,butter
1819_2015-09-09,tropical fruit
3981_2015-10-02,dessert
3553_2015-06-01,ham
3846_2015-01-28,domestic eggs
3469_2015-02-09,brown bread
1601_2015-12-09,root vegetables
4040_2015-03-03,berries
3926_2015-06-07,shopping bags
4201_2015-10-14,house keeping products
4274_2015-09-30,processed cheese
2665_2015-04-13,detergent
3153_2015-10-08,other vegetables
2691_2015-09-07,domestic eggs
4875_2015-06-11,cream cheese 
3822_2015-09-25,ice cream
3609_2015-12-12,vinegar
4428_2015-08-23,citrus fruit
2448_2015-08-17,rolls/buns
4523_2015-08-24,brown bread
3698_2015-08-30,yogurt
1761_2015-10-02,seasonal products
2689_2015-01-11,whole milk
1627_2015-04-11,pastry
2790_2015-12-30,other vegetables
4496_2015-01-23,bottled water
1934_2015-02-27,napkins
2513_2015-02-12,coffee
3298_2015-01-28,herbs
4214_2015-03-20,root vegetables
2480_2015-08-14,whole milk
4962_2015-03-29,yogurt
1557_2015-08-04,hamburger meat
2007_2015-08-28,photo/film
2120_2015-10-07,pip fruit
4289_2015-09-08,liquor (appetizer)
2356_2015-01-31,rolls/buns
4301_2015-09-30,soda
2263_2015-07-02,tropical fruit
2655_2015-07-01,rolls/buns
1491_2015-06-18,citrus fruit
3012_2015-09-20,brown bread
2681_2015-02-24,pastry
4144_2015-11-06,waffles
2777_2015-06-01,herbs
4119_2015-05-09,onions
2110_2015-05-15,domestic eggs
3364_2015-09-14,beverages
3140_2015-08-27,frozen meals
2787_2015-06-24,rolls/buns
2525_2015-11-16,other vegetables
2555_2015-12-05,tropical fruit
4257_2015-08-21,pastry
4267_2015-06-16,cream cheese 
2364_2015-09-08,coffee
1651_2015-05-06,other vegetables
1371_2015-05-11,beef
1467_2015-05-02,tropical fruit
4697_2015-02-10,whole milk
3592_2015-06-10,bottled beer
1279_2015-07-19,ham
1708_2015-04-02,onions
3294_2015-07-03,beef
4147_2015-09-16,canned beer
3850_2015-09-03,curd cheese
3023_2015-05-06,hamburger meat
2771_2015-08-26,sausage
1144_2015-04-01,whole milk
3938_2015-05-18,pork
4180_2015-09-07,hamburger meat
1053_2015-07-09,pastry
2671_2015-07-27,sugar
3245_2015-12-08,curd
4878_2015-04-18,whole milk
3489_2015-03-09,nuts/prunes
3300_2015-07-25,newspapers
3090_2015-02-14,white bread
1242_2015-05-18,frozen meals
1983_2015-07-06,hamburger meat
1872_2015-08-24,berries
4291_2015-12-09,pip fruit
4400_2015-12-11,whole milk
1628_2015-02-05,yogurt
1345_2015-03-21,citrus fruit
2732_2015-04-02,other vegetables
2962_2015-04-26,long life bakery product
2492_2015-04-10,frozen vegetables
2416_2015-11-05,long life bakery product
1538_2015-03-08,hamburger meat
3202_2015-09-29,tropical fruit
4471_2015-02-28,butter
4939_2015-10-14,other vegetables
2575_2015-03-13,chicken
4217_2015-12-01,bottled water
1968_2015-01-10,tropical fruit
4807_2015-06-18,coffee
4781_2015-11-22,cream cheese 
2432_2015-10-06,condensed milk
2951_2015-09-05,yogurt
1452_2015-05-09,rolls/buns
1603_2015-07-23,white bread
4727_2015-11-21,whole milk
4751_2015-11-19,soda
2555_2015-11-11,processed cheese
1919_2015-08-18,soda
2069_2015-07-02,fruit/vegetable juice
4509_2015-07-23,bottled water
4864_2015-07-22,rolls/buns
1575_2015-01-04,whole milk
2969_2015-09-28,other vegetables
4301_2015-12-20,detergent
3855_2015-12-02,whole milk
4148_2015-01-07,whole milk
2517_2015-01-28,cream cheese 
1212_2015-06-19,cat food
1212_2015-07-31,other vegetables
1324_2015-03-26,processed cheese
2431_2015-06-29,yogurt
2304_2015-07-01,whole milk
1955_2015-02-13,rolls/buns
2243_2015-01-31,soda
3156_2015-08-02,berries
4605_2015-10-23,margarine
1864_2015-09-27,whole milk
4102_2015-05-13,soda
4835_2015-05-22,rolls/buns
1668_2015-03-14,curd
3130_2015-05-02,bottled water
1110_2015-11-20,soda
4647_2015-02-17,hard cheese
3872_2015-02-07,frozen vegetables
3184_2015-10-24,onions
4623_2015-07-08,whipped/sour cream
2111_2015-02-25,candles
4533_2015-05-21,citrus fruit
3926_2015-06-30,rolls/buns
1605_2015-06-18,citrus fruit
4468_2015-06-15,brown bread
3835_2015-05-11,bottled water
3601_2015-02-03,yogurt
2307_2015-06-29,berries
1767_2015-04-18,rolls/buns
4251_2015-12-21,root vegetables
1365_2015-11-02,frozen vegetables
1665_2015-04-11,UHT-milk
2447_2015-06-25,yogurt
4825_2015-09-05,frozen vegetables
4844_2015-02-23,whole milk
3319_2015-03-03,soda
2536_2015-11-07,pastry
1857_2015-08-10,long life bakery product
2128_2015-06-20,citrus fruit
1793_2015-09-24,rolls/buns
2041_2015-07-17,liquor (appetizer)
1178_2015-03-23,coffee
2080_2015-04-21,whole milk
2884_2015-05-08,cream cheese 
3532_2015-01-25,pip fruit
1892_2015-11-20,honey
2880_2015-11-03,onions
3176_2015-01-17,citrus fruit
3404_2015-12-07,whole milk
3891_2015-11-22,sugar
2974_2015-12-26,packaged fruit/vegetables
3831_2015-03-07,flour
4182_2015-08-21,chewing gum
1283_2015-11-13,frozen vegetables
2154_2015-03-15,whole milk
4543_2015-10-23,long life bakery product
4642_2015-12-03,shopping bags
2360_2015-02-18,other vegetables
