name,cpumark,single_thread,cores,threads
AMD EPYC 7601,35059.0,1900.0,32,2
AMD EPYC 7642,59333.0,2057.0,48,2
AMD EPYC 7643,76259.0,2690.0,48,2
AMD EPYC 7643P,77307.0,2655.0,48,2
AMD EPYC 7662,72298.0,2102.0,64,2
AMD EPYC 7663,81821.0,2596.0,56,2
AMD EPYC 7702,69060.0,2072.0,64,2
AMD EPYC 7702P,63692.0,2072.0,64,2
AMD EPYC 7713,83018.0,2647.0,64,2
AMD EPYC 7713P,81582.0,2622.0,64,2
AMD EPYC 7742,69448.0,2100.0,64,2
AMD EPYC 7763,84440.0,2513.0,64,2
AMD EPYC 7773X,91340.0,2561.0,64,2
AMD EPYC 7A23 48-Core,81296.0,2755.0,48,2
AMD EPYC 7B12,66044.0,1927.0,64,2
AMD EPYC 7B13,80079.0,2552.0,64,2
AMD EPYC 7C13,76073.0,2605.0,64,2
AMD EPYC 7D12,42285.0,1890.0,32,2
AMD EPYC 7F32,23253.0,2379.0,8,2
AMD EPYC 7F52,41202.0,2491.0,16,2
AMD EPYC 7F72,52840.0,2387.0,24,2
AMD EPYC 7H12,69633.0,1774.0,64,2
AMD EPYC 7J13,84786.0,2450.0,64,2
AMD EPYC 7K23,81183.0,2788.0,48,2
AMD EPYC 7K62,59533.0,2010.0,48,2
AMD EPYC 7R12,48934.0,2079.0,48,2
AMD EPYC 7R13,79046.0,2606.0,48,2
AMD EPYC 7R32,63969.0,2004.0,48,2
AMD EPYC 7R43,83535.0,2551.0,64,2
AMD EPYC 7T83,81757.0,2462.0,64,2
AMD EPYC 7V12,70622.0,2054.0,64,2
AMD EPYC 7V13,81764.0,2708.0,64,2
AMD EPYC 8024P,20433.0,2367.0,8,2
AMD EPYC 8124P,36079.0,2286.0,16,2
AMD EPYC 8224P,45421.0,2339.0,24,2
AMD EPYC 8324P,57127.0,2367.0,32,2
AMD EPYC 8324PN 32-Core,8375.0,1232.0,8,1
AMD EPYC 8434P,66490.0,2448.0,48,2
AMD EPYC 8534P,71900.0,2441.0,64,2
AMD EPYC 9015,30505.0,3107.0,8,2
AMD EPYC 9115,48504.0,3325.0,16,2
AMD EPYC 9124,43646.0,2680.0,16,2
AMD EPYC 9135,57808.0,3672.0,16,2
AMD EPYC 9174F,52902.0,3204.0,16,2
AMD EPYC 9175F,65894.0,4250.0,16,2
AMD EPYC 9184X,48058.0,2882.0,16,2
AMD EPYC 9224,48967.0,2508.0,24,2
AMD EPYC 9254,63540.0,2965.0,24,2
AMD EPYC 9255,75809.0,3653.0,24,2
AMD EPYC 9274F,73982.0,3373.0,24,2
AMD EPYC 9275F,84620.0,3810.0,24,2
AMD EPYC 9334,65568.0,2508.0,32,2
AMD EPYC 9354,73892.0,2687.0,32,2
AMD EPYC 9354P,74626.0,2769.0,32,2
AMD EPYC 9355P,97235.0,3742.0,32,2
AMD EPYC 9374F,82009.0,3135.0,32,2
AMD EPYC 9375F,95768.0,3762.0,32,2
AMD EPYC 9384X,72121.0,3006.0,32,2
AMD EPYC 9454,87961.0,2807.0,48,2
AMD EPYC 9454P,94708.0,2988.0,48,2
AMD EPYC 9455 48-Core Emb,111003.0,3766.0,48,2
AMD EPYC 9455P,116912.0,3745.0,48,2
AMD EPYC 9474F,102255.0,3155.0,48,2
AMD EPYC 9475F,122476.0,3779.0,48,2
AMD EPYC 9534,89077.0,2786.0,64,2
AMD EPYC 9554,103544.0,2864.0,64,2
AMD EPYC 9554P,104920.0,2737.0,64,2
AMD EPYC 9555P,135990.0,3743.0,64,2
AMD EPYC 9565,135221.0,3696.0,72,2
AMD EPYC 9575F,147894.0,4169.0,64,2
AMD EPYC 9634,107944.0,2924.0,84,2
AMD EPYC 9654,119235.0,2898.0,96,2
AMD EPYC 9654P,116324.0,2731.0,96,2
AMD EPYC 9655,156110.0,3847.0,96,2
AMD EPYC 9655P,160490.0,3849.0,96,2
AMD EPYC 9684X,122017.0,2892.0,96,2
AMD EPYC 9734,102286.0,2310.0,112,2
AMD EPYC 9745,130698.0,2806.0,128,2
AMD EPYC 9754,98450.0,2308.0,128,2
AMD EPYC 9754 128-Core Emb,115016.0,2403.0,128,2
AMD EPYC 9755,166328.0,3503.0,128,2
AMD EPYC 9845,152985.0,3144.0,160,2
AMD EPYC 9965,160542.0,3176.0,192,2
AMD EPYC 9B14,122543.0,2886.0,96,2
AMD EPYC 9B45,158790.0,3540.0,32,8
AMD EPYC 9D25,114275.0,2481.0,126,2
AMD EPYC 9J14,124637.0,2903.0,96,2
AMD EPYC 9R14,116475.0,2920.0,96,2
AMD EPYC 9R45,6940.0,3812.0,2,1
AMD EPYC 9V74,117606.0,2888.0,80,2
AMD EPYC Embedded 7292P,30542.0,2091.0,16,2
AMD EPYC Embedded 8224P,48869.0,2357.0,24,2
AMD EPYC Embedded 9654P,116927.0,2901.0,96,2
AMD EPYC Embedded 9755,164010.0,3508.0,128,2
AMD FirePro A320 APU,2153.0,1193.0,4,1
AMD FX-4100 Quad-Core,2627.0,1285.0,2,2
AMD FX-4130 Quad-Core,2726.0,1348.0,2,2
AMD FX-4150 Quad-Core,3327.0,1465.0,4,1
AMD FX-4170 Quad-Core,3124.0,1490.0,2,2
AMD FX-4200 Quad-Core,3119.0,1313.0,4,1
AMD FX-4300 Quad-Core,2993.0,1476.0,2,2
AMD FX-4320,3168.0,1568.0,2,2
AMD FX-4330,3146.0,1563.0,2,2
AMD FX-4350 Quad-Core,3188.0,1555.0,2,2
AMD FX-6100 Six-Core,3692.0,1309.0,3,2
AMD FX-6120 Six-Core,3853.0,1382.0,3,2
AMD FX-6130 Six-Core,4353.0,1390.0,3,2
AMD FX-6200 Six-Core,4110.0,1418.0,3,2
AMD FX-6300 Six-Core,4227.0,1486.0,3,2
AMD FX-6330 Six-Core,4433.0,1531.0,3,2
AMD FX-6350 Six-Core,4643.0,1575.0,3,2
AMD FX-670K Quad-Core,2980.0,1578.0,2,2
AMD FX-7500 APU,1927.0,965.0,4,1
AMD FX-7600P,2557.0,1238.0,4,1
AMD FX-7600P APU,2856.0,1436.0,4,1
AMD FX-770K Quad-Core,3169.0,1475.0,2,2
AMD FX-8100 Eight-Core,4095.0,1170.0,4,2
AMD FX-8120 Eight-Core,4635.0,1334.0,4,2
AMD FX-8140 Eight-Core,4860.0,1273.0,4,2
AMD FX-8150 Eight-Core,5318.0,1435.0,4,2
AMD FX-8300 Eight-Core,5330.0,1487.0,4,2
AMD FX-8310 Eight-Core,5071.0,1417.0,4,2
AMD FX-8320 Eight-Core,5477.0,1467.0,4,2
AMD FX-8320E Eight-Core,5127.0,1438.0,4,2
AMD FX-8350 Eight-Core,6090.0,1580.0,4,2
AMD FX-8370 Eight-Core,6182.0,1620.0,4,2
AMD FX-8370E Eight-Core,5333.0,1491.0,4,2
AMD FX-870K Quad Core,3227.0,1470.0,2,2
AMD FX-8800P,2837.0,1356.0,2,2
AMD FX-9370 Eight-Core,6374.0,1702.0,4,2
AMD FX-9590 Eight-Core,6822.0,1807.0,4,2
AMD FX-9800P,2465.0,1164.0,4,1
AMD FX-9830P,3307.0,1562.0,4,1
AMD FX-B4150 Quad-Core,3369.0,1425.0,2,2
AMD G-T40E,289.0,313.0,2,1
AMD G-T40N,299.0,323.0,2,1
AMD G-T40R,120.0,327.0,1,1
AMD G-T44R,116.0,294.0,1,1
AMD G-T48E,423.0,446.0,2,1
AMD G-T52R,177.0,381.0,1,1
AMD G-T56E,442.0,522.0,2,1
AMD G-T56N,484.0,528.0,2,1
AMD Geode NX 2400+,400.0,634.0,1,1
AMD GX-210JA SOC,248.0,231.0,2,1
AMD GX-212JC SOC ,636.0,455.0,2,1
AMD GX-217GA SOC,794.0,563.0,2,1
AMD GX-218GL SOC,754.0,627.0,2,1
AMD GX-222GC SOC,1044.0,783.0,2,1
AMD GX-412HC,1095.0,414.0,4,1
AMD GX-412TC SOC,650.0,250.0,4,1
AMD GX-415GA SOC,1407.0,514.0,4,1
AMD GX-416RA SOC,1604.0,561.0,4,1
AMD GX-420CA SOC,1785.0,677.0,4,1
AMD GX-420MC SOC,1796.0,695.0,4,1
AMD GX-424CC SOC,1819.0,803.0,4,1
AMD Opteron 1212,593.0,729.0,2,1
AMD Opteron 1212 HE,771.0,731.0,2,1
AMD Opteron 1214,763.0,831.0,2,1
AMD Opteron 1214 HE,806.0,811.0,2,1
AMD Opteron 1216,781.0,810.0,2,1
AMD Opteron 1216 HE,727.0,847.0,2,1
AMD Opteron 1218,910.0,962.0,2,1
AMD Opteron 1218 HE,979.0,940.0,2,1
AMD Opteron 1220,1036.0,1077.0,2,1
AMD Opteron 1222,1089.0,1128.0,2,1
AMD Opteron 1352,1547.0,857.0,4,1
AMD Opteron 1354,1635.0,870.0,4,1
AMD Opteron 1356,1703.0,918.0,4,1
AMD Opteron 1381,1797.0,1011.0,4,1
AMD Opteron 1385,2089.0,1069.0,4,1
AMD Opteron 1389,2079.0,1102.0,4,1
AMD Opteron 144,316.0,376.0,1,1
AMD Opteron 146,346.0,400.0,1,1
AMD Opteron 148,392.0,443.0,1,1
AMD Opteron 150,393.0,471.0,1,1
AMD Opteron 152,428.0,487.0,1,1
AMD Opteron 154,457.0,534.0,1,1
AMD Opteron 165,531.0,638.0,2,1
AMD Opteron 170,648.0,715.0,2,1
AMD Opteron 175,682.0,773.0,2,1
AMD Opteron 180,746.0,874.0,2,1
AMD Opteron 185,695.0,884.0,2,1
AMD Opteron 2218,1036.0,491.0,2,1
AMD Opteron 2220,1106.0,553.0,2,1
AMD Opteron 2220 SE,909.0,519.0,2,1
AMD Opteron 2222,1198.0,618.0,2,1
AMD Opteron 2354,1509.0,857.0,4,1
AMD Opteron 2356,1829.0,905.0,4,1
AMD Opteron 2373 EE,1744.0,876.0,4,1
AMD Opteron 2378,1864.0,936.0,4,1
AMD Opteron 2384,2074.0,1074.0,4,1
AMD Opteron 2393 SE,1317.0,1237.0,2,1
AMD Opteron 2419 EE,1902.0,396.0,6,1
AMD Opteron 2427,1995.0,386.0,6,1
AMD Opteron 2431,2894.0,772.0,6,1
AMD Opteron 2435,3061.0,593.0,6,1
AMD Opteron 254,451.0,578.0,1,1
AMD Opteron 270,736.0,587.0,2,1
AMD Opteron 275,839.0,445.0,2,1
AMD Opteron 280,765.0,430.0,2,1
AMD Opteron 285,956.0,509.0,2,1
AMD Opteron 290,952.0,570.0,2,1
AMD Opteron 3250 HE,2061.0,1003.0,2,2
AMD Opteron 3260 HE,2283.0,900.0,2,2
AMD Opteron 3280,3783.0,1062.0,8,1
AMD Opteron 3320 EE,1918.0,838.0,2,2
AMD Opteron 3350 HE,2699.0,1263.0,4,1
AMD Opteron 3365,4125.0,1136.0,4,2
AMD Opteron 3380,4358.0,1165.0,8,1
AMD Opteron 4130,2342.0,1116.0,4,1
AMD Opteron 4162 EE,2058.0,382.0,6,1
AMD Opteron 4170 HE,2382.0,476.0,6,1
AMD Opteron 4174 HE,2986.0,1035.0,6,1
AMD Opteron 4184,2872.0,630.0,6,1
AMD Opteron 4226,3400.0,1157.0,3,2
AMD Opteron 4274 HE,5776.0,1060.0,4,2
AMD Opteron 4280,4504.0,1141.0,4,2
AMD Opteron 4284,4665.0,1181.0,4,2
AMD Opteron 4332 HE,3911.0,1362.0,6,1
AMD Opteron 4334,3949.0,1269.0,3,2
AMD Opteron 4365 EE,3582.0,957.0,4,2
AMD Opteron 4376 HE,4318.0,1075.0,4,2
AMD Opteron 4386,3273.0,777.0,4,2
AMD Opteron 6128,2826.0,447.0,8,1
AMD Opteron 6128 HE,2932.0,823.0,8,1
AMD Opteron 6136,3381.0,549.0,8,1
AMD Opteron 6164 HE,3478.0,399.0,12,1
AMD Opteron 6172,2615.0,564.0,12,1
AMD Opteron 6174,3697.0,488.0,12,1
AMD Opteron 6176 SE,3564.0,507.0,12,1
AMD Opteron 6212,3973.0,962.0,4,2
AMD Opteron 6220,4753.0,1203.0,4,2
AMD Opteron 6234,4072.0,547.0,6,2
AMD Opteron 6238,5625.0,1157.0,6,2
AMD Opteron 6272,5240.0,753.0,8,2
AMD Opteron 6274,5643.0,871.0,8,2
AMD Opteron 6276,6348.0,1033.0,8,2
AMD Opteron 6281,7279.0,1129.0,8,2
AMD Opteron 6282 SE,6385.0,953.0,16,1
AMD Opteron 6287 SE,6925.0,1091.0,16,1
AMD Opteron 6328,5306.0,1419.0,4,2
AMD Opteron 6344,6069.0,1231.0,6,2
AMD Opteron 6348,7850.0,1333.0,6,2
AMD Opteron 6366 HE,5613.0,1003.0,8,2
AMD Opteron 6376,5572.0,1165.0,8,2
AMD Opteron 6378,5889.0,1127.0,8,2
AMD Opteron 6380,6687.0,1092.0,8,2
AMD Opteron 6386 SE,8291.0,1305.0,16,1
AMD Opteron 8439 SE,2479.0,590.0,6,1
AMD Opteron X2170 APU,1911.0,832.0,4,1
AMD Opteron X3216 APU,1498.0,1276.0,2,1
AMD Opteron X3418 APU,3043.0,1427.0,4,1
AMD Opteron X3421 APU,3306.0,1418.0,4,1
AMD Phenom 8250 Triple-Core,1114.0,752.0,3,1
AMD Phenom 8250e Triple-Core,1084.0,729.0,3,1
AMD Phenom 8400 Triple-Core,1164.0,819.0,3,1
AMD Phenom 8450 Triple-Core,1221.0,836.0,3,1
AMD Phenom 8450e Triple-Core,1206.0,824.0,3,1
AMD Phenom 8600 Triple-Core,1267.0,921.0,3,1
AMD Phenom 8600B Triple-Core,1464.0,969.0,3,1
AMD Phenom 8650 Triple-Core,1218.0,865.0,3,1
AMD Phenom 8750 Triple-Core,1445.0,976.0,3,1
AMD Phenom 8750B Triple-Core,1188.0,901.0,3,1
AMD Phenom 8850 Triple-Core,1142.0,982.0,3,1
AMD Phenom 8850B Triple-Core,1281.0,972.0,3,1
AMD Phenom 9100e Quad-Core,1353.0,727.0,4,1
AMD Phenom 9150e Quad-Core,1427.0,722.0,4,1
AMD Phenom 9350e Quad-Core,1659.0,822.0,4,1
AMD Phenom 9450e Quad-Core,1455.0,841.0,4,1
AMD Phenom 9500 Quad-Core,1564.0,864.0,4,1
AMD Phenom 9550 Quad-Core,1667.0,863.0,4,1
AMD Phenom 9600 Quad-Core,1607.0,892.0,4,1
AMD Phenom 9600B Quad-Core,1842.0,937.0,4,1
AMD Phenom 9650 Quad-Core,1778.0,916.0,4,1
AMD Phenom 9750 Quad-Core,1846.0,950.0,4,1
AMD Phenom 9750B Quad-Core,1520.0,913.0,4,1
AMD Phenom 9850 Quad-Core,1712.0,938.0,4,1
AMD Phenom 9850B Quad-Core,1946.0,992.0,4,1
AMD Phenom 9950 Quad-Core,1884.0,1027.0,4,1
AMD Phenom FX-5000 Quad-Core,1599.0,826.0,4,1
AMD Phenom FX-5200 Quad-Core,1699.0,919.0,4,1
AMD Phenom II N620 Dual-Core,992.0,1092.0,2,1
AMD Phenom II N640 Dual-Core,1135.0,1121.0,2,1
AMD Phenom II N660 Dual-Core,1083.0,1093.0,2,1
AMD Phenom II N830 3+1,1768.0,935.0,4,1
AMD Phenom II N830 Triple-Core,1249.0,830.0,3,1
AMD Phenom II N850 Triple-Core,1318.0,898.0,3,1
AMD Phenom II N870 Triple-Core,1324.0,900.0,3,1
AMD Phenom II N930 Quad-Core,1580.0,809.0,4,1
AMD Phenom II N950 Quad-Core,1616.0,861.0,4,1
AMD Phenom II N970 Quad-Core,1728.0,912.0,4,1
AMD Phenom II P650 Dual-Core,1018.0,1019.0,2,1
AMD Phenom II P820 Triple-Core,1125.0,731.0,3,1
AMD Phenom II P840 Triple-Core,1079.0,760.0,3,1
AMD Phenom II P860 Triple-Core,1250.0,831.0,3,1
AMD Phenom II P920 Quad-Core,1006.0,597.0,4,1
AMD Phenom II P940 Quad-Core,1319.0,679.0,4,1
AMD Phenom II P960 Quad-Core,1424.0,738.0,4,1
AMD Phenom II X2 511,1265.0,1295.0,2,1
AMD Phenom II X2 521,1349.0,1402.0,2,1
AMD Phenom II X2 545,1236.0,1186.0,2,1
AMD Phenom II X2 550,1197.0,1210.0,2,1
AMD Phenom II X2 555,1312.0,1306.0,2,1
AMD Phenom II X2 560,1381.0,1365.0,2,1
AMD Phenom II X2 565,1453.0,1368.0,2,1
AMD Phenom II X2 570,1437.0,1409.0,2,1
AMD Phenom II X2 B53,1137.0,1161.0,2,1
AMD Phenom II X2 B55,1222.0,1210.0,2,1
AMD Phenom II X2 B57,1260.0,1273.0,2,1
AMD Phenom II X2 B59,1407.0,1373.0,2,1
AMD Phenom II X3 700e,1451.0,961.0,3,1
AMD Phenom II X3 705e,1519.0,1012.0,3,1
AMD Phenom II X3 710,1597.0,1070.0,3,1
AMD Phenom II X3 720,1600.0,1108.0,3,1
AMD Phenom II X3 740,1424.0,982.0,3,1
AMD Phenom II X3 B73,1671.0,1100.0,3,1
AMD Phenom II X3 B75,1783.0,1236.0,3,1
AMD Phenom II X3 B77,1844.0,1310.0,3,1
AMD Phenom II X4 805,2001.0,1022.0,4,1
AMD Phenom II X4 810,2036.0,1043.0,4,1
AMD Phenom II X4 820,2125.0,1128.0,4,1
AMD Phenom II X4 830,2104.0,1088.0,4,1
AMD Phenom II X4 840,2456.0,1301.0,4,1
AMD Phenom II X4 840T,2367.0,1273.0,4,1
AMD Phenom II X4 850,2462.0,1268.0,4,1
AMD Phenom II X4 900e,1727.0,966.0,4,1
AMD Phenom II X4 905e,2014.0,1034.0,4,1
AMD Phenom II X4 910,1840.0,999.0,4,1
AMD Phenom II X4 910e,2144.0,1070.0,4,1
AMD Phenom II X4 920,2216.0,1143.0,4,1
AMD Phenom II X4 925,2264.0,1143.0,4,1
AMD Phenom II X4 940,2363.0,1212.0,4,1
AMD Phenom II X4 945,2421.0,1236.0,4,1
AMD Phenom II X4 955,2548.0,1296.0,4,1
AMD Phenom II X4 960T,2353.0,1293.0,4,1
AMD Phenom II X4 965,2662.0,1367.0,4,1
AMD Phenom II X4 970,2785.0,1409.0,4,1
AMD Phenom II X4 973,2204.0,1180.0,4,1
AMD Phenom II X4 975,2638.0,1352.0,4,1
AMD Phenom II X4 977,2377.0,1368.0,4,1
AMD Phenom II X4 980,2880.0,1506.0,4,1
AMD Phenom II X4 B05e,1906.0,974.0,4,1
AMD Phenom II X4 B15e,1825.0,1069.0,4,1
AMD Phenom II X4 B25,2108.0,1040.0,4,1
AMD Phenom II X4 B35,2417.0,1192.0,4,1
AMD Phenom II X4 B40,2238.0,1231.0,4,1
AMD Phenom II X4 B45,2327.0,1231.0,4,1
AMD Phenom II X4 B50,2464.0,1288.0,4,1
AMD Phenom II X4 B55,2594.0,1330.0,4,1
AMD Phenom II X4 B60,2627.0,1346.0,4,1
AMD Phenom II X4 B65,2690.0,1370.0,4,1
AMD Phenom II X4 B70,2303.0,1209.0,4,1
AMD Phenom II X4 B93,2159.0,1142.0,4,1
AMD Phenom II X4 B95,2427.0,1243.0,4,1
AMD Phenom II X4 B97,2562.0,1318.0,4,1
AMD Phenom II X4 B99,2536.0,1377.0,4,1
AMD Phenom II X6 1035T,3012.0,1222.0,6,1
AMD Phenom II X6 1045T,3223.0,1273.0,6,1
AMD Phenom II X6 1055T,3386.0,1322.0,6,1
AMD Phenom II X6 1065T,3413.0,1360.0,6,1
AMD Phenom II X6 1075T,3504.0,1391.0,6,1
AMD Phenom II X6 1090T,3816.0,1448.0,6,1
AMD Phenom II X6 1100T,3936.0,1497.0,6,1
AMD Phenom II X6 1405T,3371.0,1200.0,6,1
AMD Phenom II X620 Dual-Core,1262.0,1339.0,2,1
AMD Phenom II X640 Dual-Core,1165.0,1142.0,2,1
AMD Phenom II X920 Quad-Core,1669.0,944.0,4,1
AMD Phenom II X940 Quad-Core,1797.0,785.0,4,1
AMD Phenom X2 Dual-Core GE-5060,1566.0,1053.0,2,1
AMD Phenom X2 Dual-Core GE-6060,1722.0,1160.0,2,1
AMD Phenom X2 Dual-Core GE-7060,1010.0,1332.0,2,1
AMD Phenom X2 Dual-Core GP-7730,884.0,1047.0,2,1
AMD Phenom X3 8550,1151.0,856.0,3,1
AMD Phenom X4 Quad-Core GP-9500,1297.0,711.0,4,1
AMD Phenom X4 Quad-Core GP-9530,1228.0,417.0,4,1
AMD Phenom X4 Quad-Core GP-9600,1649.0,764.0,4,1
AMD Phenom X4 Quad-Core GP-9730,1784.0,957.0,4,1
AMD Phenom X4 Quad-Core GS-6560,1063.0,282.0,4,1
AMD PRO A10-8700B,2164.0,1097.0,2,2
AMD PRO A10-8730B,2311.0,1137.0,4,1
AMD PRO A10-8750B,3069.0,1394.0,2,2
AMD PRO A10-8770,3550.0,1591.0,4,1
AMD PRO A10-8770E,3001.0,1449.0,4,1
AMD PRO A10-8850B,3752.0,1611.0,2,2
AMD PRO A10-9700,3603.0,1635.0,2,2
AMD PRO A10-9700B,2530.0,1304.0,4,1
AMD PRO A10-9700E,3063.0,1449.0,2,2
AMD PRO A12-8800B,2667.0,1331.0,2,2
AMD PRO A12-8830B,2626.0,1371.0,4,1
AMD PRO A12-8870,3809.0,1743.0,4,1
AMD PRO A12-8870E,3010.0,1438.0,4,1
AMD PRO A12-9800,3751.0,1724.0,4,1
AMD PRO A12-9800B,2705.0,1401.0,4,1
AMD PRO A12-9800E,3128.0,1513.0,4,1
AMD PRO A4-3350B APU,1764.0,784.0,4,1
AMD PRO A4-4350B,1073.0,904.0,2,1
AMD PRO A4-8350B,1690.0,1437.0,1,2
AMD PRO A6-7350B,1299.0,1242.0,2,1
AMD PRO A6-8500B,1592.0,1317.0,2,1
AMD PRO A6-8530B,1246.0,1211.0,2,1
AMD PRO A6-8550B,1882.0,1631.0,1,2
AMD PRO A6-8570,1918.0,1642.0,2,1
AMD PRO A6-8570E,1571.0,1286.0,2,1
AMD PRO A6-9500,1873.0,1574.0,2,1
AMD PRO A6-9500B,1363.0,1222.0,2,1
AMD PRO A6-9500E,1689.0,1501.0,2,1
AMD PRO A8-8600B,2203.0,1097.0,4,1
AMD PRO A8-8650B,3230.0,1485.0,4,1
AMD PRO A8-8670E,3232.0,1412.0,4,1
AMD PRO A8-9600,3318.0,1505.0,2,2
AMD PRO A8-9600B,2209.0,1160.0,4,1
AMD QC-4000,1155.0,449.0,4,1
AMD R-260H APU,954.0,902.0,2,1
AMD R-272F APU,1215.0,1087.0,2,1
AMD R-460L APU,1538.0,928.0,4,1
AMD R-464L APU,1773.0,1123.0,4,1
AMD RX-225FB,892.0,794.0,2,1
AMD RX-425BB,2637.0,1178.0,4,1
AMD RX-427BB,2669.0,1280.0,4,1
AMD Ryzen 3 1200,6260.0,1924.0,4,1
AMD Ryzen 3 1300X,6930.0,2124.0,4,1
AMD Ryzen 3 210,13503.0,3712.0,4,2
AMD Ryzen 3 2200G,6736.0,2043.0,4,1
AMD Ryzen 3 2200GE,5980.0,1919.0,4,1
AMD Ryzen 3 2200U,3649.0,1663.0,2,2
AMD Ryzen 3 2300U,5484.0,1745.0,4,1
AMD Ryzen 3 2300X,7565.0,2335.0,4,1
AMD Ryzen 3 3100,11528.0,2411.0,4,2
AMD Ryzen 3 3200G,6996.0,2183.0,4,1
AMD Ryzen 3 3200GE,7146.0,2200.0,4,1
AMD Ryzen 3 3200U,3732.0,1776.0,2,2
AMD Ryzen 3 3250C,3153.0,1911.0,2,2
AMD Ryzen 3 3250U,3705.0,1712.0,2,2
AMD Ryzen 3 3300U,5687.0,1850.0,4,1
AMD Ryzen 3 3300X,12591.0,2668.0,4,2
AMD Ryzen 3 3350U,5732.0,1896.0,4,1
AMD Ryzen 3 3500U with Radeon Vega Mobile Gfx,5946.0,1721.0,4,2
AMD Ryzen 3 4100,11049.0,2534.0,4,2
AMD Ryzen 3 4300G,9971.0,2442.0,4,2
AMD Ryzen 3 4300GE,11234.0,2545.0,4,2
AMD Ryzen 3 4300U,7325.0,2290.0,4,1
AMD Ryzen 3 5300G,13049.0,3060.0,4,2
AMD Ryzen 3 5300GE,12892.0,3087.0,4,2
AMD Ryzen 3 5300U,9404.0,2312.0,4,2
AMD Ryzen 3 5400U,11007.0,2740.0,4,2
AMD Ryzen 3 5425U,11260.0,2897.0,4,2
AMD Ryzen 3 7320C,8193.0,2292.0,4,2
AMD Ryzen 3 7320U,8590.0,2323.0,4,2
AMD Ryzen 3 7330U,10448.0,2878.0,4,2
AMD Ryzen 3 7335U,12519.0,3049.0,4,2
AMD Ryzen 3 7440U,13100.0,3158.0,4,2
AMD Ryzen 3 8300G,14079.0,3824.0,4,2
AMD Ryzen 3 8300GE,13568.0,3719.0,4,2
AMD Ryzen 3 8440U,11957.0,3344.0,4,2
AMD Ryzen 3 PRO 1200,5429.0,1688.0,4,1
AMD Ryzen 3 PRO 1300,7084.0,2154.0,4,1
AMD Ryzen 3 PRO 210,12155.0,3401.0,1,2
AMD Ryzen 3 PRO 2100GE,4065.0,1808.0,2,2
AMD Ryzen 3 PRO 2200G,6630.0,2033.0,4,1
AMD Ryzen 3 PRO 2200GE,5971.0,1970.0,4,1
AMD Ryzen 3 PRO 2300U,5631.0,1782.0,4,1
AMD Ryzen 3 PRO 3200G,6513.0,2099.0,4,1
AMD Ryzen 3 PRO 3200GE,6797.0,2128.0,4,1
AMD Ryzen 3 PRO 3300U,5801.0,1881.0,4,1
AMD Ryzen 3 PRO 4200G,10831.0,2554.0,4,2
AMD Ryzen 3 PRO 4200GE,10930.0,2540.0,4,2
AMD Ryzen 3 PRO 4350G,10957.0,2546.0,4,2
AMD Ryzen 3 PRO 4350GE,10938.0,2520.0,4,2
AMD Ryzen 3 PRO 4355GE,10693.0,2573.0,4,2
AMD Ryzen 3 PRO 4450U,9440.0,2299.0,4,2
AMD Ryzen 3 PRO 5350G,13787.0,3101.0,4,2
AMD Ryzen 3 PRO 5350GE,12622.0,3086.0,4,2
AMD Ryzen 3 PRO 5355G,14033.0,3096.0,4,2
AMD Ryzen 3 PRO 5355GE,12761.0,3089.0,4,2
AMD Ryzen 3 PRO 5450U,10803.0,2759.0,4,2
AMD Ryzen 3 PRO 5475U,11141.0,2879.0,4,2
AMD Ryzen 3 PRO 7330U,12413.0,3148.0,4,2
AMD Ryzen 3 PRO 7335U,12267.0,3097.0,4,2
AMD Ryzen 3 PRO 8300G,14540.0,3844.0,4,2
AMD Ryzen 3 PRO 8300GE,14491.0,3860.0,4,2
AMD Ryzen 5 1400,7737.0,1887.0,4,2
AMD Ryzen 5 1500X,9073.0,2107.0,4,2
AMD Ryzen 5 1600,12260.0,2065.0,6,2
AMD Ryzen 5 1600X,13014.0,2192.0,6,2
AMD Ryzen 5 220,18737.0,3674.0,6,2
AMD Ryzen 5 230,19937.0,3568.0,6,2
AMD Ryzen 5 240,22980.0,3690.0,6,2
AMD Ryzen 5 2400G,8730.0,2143.0,4,2
AMD Ryzen 5 2400GE,7192.0,2057.0,4,2
AMD Ryzen 5 2500U,6498.0,1796.0,4,2
AMD Ryzen 5 2500X,9391.0,2313.0,4,2
AMD Ryzen 5 2600,13140.0,2236.0,6,2
AMD Ryzen 5 2600E,12346.0,2297.0,6,2
AMD Ryzen 5 2600H,8002.0,2085.0,4,2
AMD Ryzen 5 2600X,13875.0,2379.0,6,2
AMD Ryzen 5 3350G,8921.0,2236.0,4,2
AMD Ryzen 5 3350GE,9049.0,2263.0,4,2
AMD Ryzen 5 3400G,9201.0,2315.0,4,2
AMD Ryzen 5 3400GE,8811.0,2265.0,4,2
AMD Ryzen 5 3450U,6535.0,1824.0,4,2
AMD Ryzen 5 3500,12785.0,2495.0,6,1
AMD Ryzen 5 3500C,5786.0,2003.0,4,2
AMD Ryzen 5 3500U,6828.0,1918.0,4,2
AMD Ryzen 5 3500X,13164.0,2501.0,6,1
AMD Ryzen 5 3550H,7677.0,2011.0,4,2
AMD Ryzen 5 3550U,7681.0,2053.0,4,2
AMD Ryzen 5 3580U,7139.0,1924.0,4,2
