transaction_id,itemDescription
1096_2015-07-28,fruit/vegetable juice
3120_2015-11-14,other vegetables
1608_2015-11-13,citrus fruit
2298_2015-08-16,fruit/vegetable juice
4646_2015-07-31,bottled water
3782_2015-02-03,oil
2448_2015-12-29,pastry
4999_2015-05-16,whipped/sour cream
1233_2015-08-13,other vegetables
1335_2015-09-13,waffles
1889_2015-08-28,chicken
3815_2015-09-15,whole milk
3976_2015-09-20,bottled water
3051_2015-01-23,onions
2630_2015-02-15,fruit/vegetable juice
4182_2015-06-18,specialty bar
1524_2015-03-05,soda
2165_2015-09-06,yogurt
3710_2015-07-15,yogurt
1859_2015-04-12,beef
1682_2015-11-01,seasonal products
3682_2015-01-02,shopping bags
1866_2015-07-13,pastry
1764_2015-11-15,soda
2016_2015-08-15,berries
3758_2015-03-06,yogurt
1380_2015-04-09,long life bakery product
3063_2015-10-28,whipped/sour cream
4782_2015-08-16,domestic eggs
3677_2015-04-21,pet care
2315_2015-09-15,shopping bags
3548_2015-06-11,spread cheese
3198_2015-05-08,white bread
1436_2015-03-01,chocolate marshmallow
4874_2015-12-23,dessert
4002_2015-08-28,whole milk
2911_2015-07-14,other vegetables
1611_2015-04-04,other vegetables
2561_2015-08-19,white wine
2343_2015-05-30,beverages
1021_2015-11-07,baking powder
3484_2015-05-15,white bread
4378_2015-05-04,rolls/buns
1751_2015-03-25,pip fruit
1730_2015-01-24,whole milk
4669_2015-06-25,whipped/sour cream
1184_2015-06-16,sweet spreads
4793_2015-11-04,soda
4600_2015-02-12,baking powder
3966_2015-01-11,whole milk
3017_2015-09-22,soft cheese
1834_2015-11-22,canned fish
4508_2015-06-15,candy
2879_2015-05-26,newspapers
4643_2015-03-12,coffee
3757_2015-02-03,brown bread
1486_2015-08-20,dish cleaner
3018_2015-01-18,soda
3600_2015-08-17,other vegetables
1239_2015-01-24,whole milk
1315_2015-11-07,chocolate
1654_2015-09-28,rolls/buns
3551_2015-07-24,pastry
2861_2015-12-02,whole milk
1170_2015-10-09,whipped/sour cream
1351_2015-02-26,other vegetables
2645_2015-06-27,rolls/buns
4202_2015-05-02,other vegetables
2653_2015-03-02,other vegetables
3961_2015-03-05,finished products
2441_2015-05-31,yogurt
3637_2015-12-22,soft cheese
2329_2015-07-15,whipped/sour cream
3858_2015-03-27,soda
4294_2015-03-02,bottled beer
4765_2015-07-01,curd
4017_2015-10-11,yogurt
4855_2015-05-01,sweet spreads
2673_2015-12-10,canned beer
3352_2015-07-02,rolls/buns
1391_2015-08-21,yogurt
4352_2015-12-29,other vegetables
1298_2015-07-27,Instant food products
1618_2015-08-02,whole milk
2433_2015-06-21,other vegetables
4992_2015-03-01,pip fruit
3515_2015-04-21,root vegetables
1786_2015-02-10,citrus fruit
3844_2015-06-27,other vegetables
3914_2015-01-08,cake bar
4859_2015-05-10,soda
2747_2015-08-30,curd
4172_2015-10-08,soda
1796_2015-08-15,other vegetables
2524_2015-12-05,other vegetables
3523_2015-04-01,chocolate
3761_2015-03-30,other vegetables
1830_2015-01-16,other vegetables
4144_2015-04-01,whole milk
3803_2015-01-27,tropical fruit
4503_2015-03-22,pip fruit
2055_2015-05-02,beverages
3634_2015-12-10,frozen vegetables
4503_2015-08-09,bottled water
3756_2015-12-02,pip fruit
3071_2015-06-13,frozen meals
3168_2015-12-16,ice cream
2301_2015-12-24,bottled water
1270_2015-04-25,napkins
3999_2015-11-15,domestic eggs
1603_2015-07-13,whole milk
4671_2015-05-30,newspapers
2985_2015-05-29,whole milk
3318_2015-07-21,curd
3954_2015-02-10,onions
1048_2015-10-18,tropical fruit
3586_2015-05-24,waffles
4431_2015-11-16,pastry
3977_2015-04-16,yogurt
1799_2015-06-13,canned fish
2609_2015-08-26,coffee
4187_2015-04-10,specialty cheese
3140_2015-02-11,butter
4942_2015-11-23,sliced cheese
3886_2015-11-18,whole milk
1056_2015-11-09,meat spreads
2700_2015-10-18,specialty cheese
1049_2015-09-05,herbs
2446_2015-07-29,tropical fruit
4864_2015-07-05,margarine
1483_2015-04-25,soda
4158_2015-12-26,hard cheese
2212_2015-10-28,butter milk
1142_2015-06-13,brown bread
2273_2015-10-26,bottled beer
3741_2015-01-23,whipped/sour cream
3574_2015-06-20,white wine
3902_2015-11-29,whole milk
2169_2015-10-21,whole milk
3038_2015-01-11,waffles
2023_2015-02-07,hard cheese
1038_2015-04-10,specialty chocolate
3998_2015-01-23,citrus fruit
3516_2015-12-13,whipped/sour cream
1979_2015-09-09,frozen vegetables
3635_2015-12-13,sliced cheese
3966_2015-06-01,root vegetables
1430_2015-11-12,yogurt
2583_2015-03-26,pip fruit
2055_2015-07-07,other vegetables
1092_2015-07-03,shopping bags
4138_2015-10-10,other vegetables
1515_2015-11-28,pasta
3481_2015-10-04,whole milk
2426_2015-06-02,white bread
1886_2015-12-02,rolls/buns
4861_2015-09-13,pudding powder
2946_2015-11-04,hygiene articles
2349_2015-07-17,bottled beer
2326_2015-11-13,whipped/sour cream
2910_2015-07-19,yogurt
2103_2015-03-11,dessert
3260_2015-12-02,UHT-milk
1893_2015-04-04,salty snack
3352_2015-11-08,misc. beverages
4834_2015-04-27,dessert
2476_2015-02-25,pip fruit
1013_2015-07-02,whole milk
3004_2015-02-10,liquor (appetizer)
1573_2015-01-21,oil
2089_2015-10-31,hard cheese
3077_2015-01-19,butter milk
3900_2015-07-07,pasta
2470_2015-05-14,whole milk
4785_2015-04-04,cling film/bags
2916_2015-04-19,frozen vegetables
3179_2015-03-21,rolls/buns
2285_2015-12-16,tropical fruit
2617_2015-01-03,pastry
1945_2015-04-24,whipped/sour cream
4601_2015-12-15,other vegetables
4722_2015-10-13,other vegetables
4605_2015-08-13,yogurt
4971_2015-02-19,fruit/vegetable juice
4725_2015-09-01,cat food
3872_2015-08-07,brown bread
4280_2015-05-02,bottled water
4544_2015-01-21,root vegetables
4839_2015-06-03,root vegetables
2785_2015-08-04,whole milk
1594_2015-01-23,yogurt
4675_2015-01-16,rolls/buns
1321_2015-04-13,soda
1535_2015-07-03,flour
4437_2015-06-13,root vegetables
2249_2015-05-29,bottled water
1785_2015-07-24,berries
4635_2015-10-16,sugar
4125_2015-06-14,other vegetables
3568_2015-08-11,meat
3575_2015-01-20,bottled water
2691_2015-11-04,other vegetables
3571_2015-06-17,hygiene articles
4648_2015-08-03,bottled water
2085_2015-03-25,pip fruit
4104_2015-01-01,soda
1143_2015-01-27,spread cheese
2228_2015-05-30,shopping bags
3746_2015-07-13,whole milk
3934_2015-03-27,whipped/sour cream
1329_2015-03-29,frozen vegetables
4689_2015-09-07,domestic eggs
3199_2015-12-24,berries
4778_2015-04-26,oil
1146_2015-06-11,bottled beer
4338_2015-10-11,napkins
1345_2015-07-21,salt
4441_2015-11-09,rolls/buns
2540_2015-02-16,soda
1997_2015-06-06,bottled water
2294_2015-07-26,bottled beer
1523_2015-03-28,bottled water
3165_2015-08-18,other vegetables
4831_2015-04-12,herbs
4073_2015-11-02,bottled beer
3661_2015-07-25,other vegetables
2019_2015-10-09,brown bread
1092_2015-05-16,specialty bar
4078_2015-11-14,canned beer
4753_2015-06-21,long life bakery product
1279_2015-09-10,whole milk
1012_2015-11-19,rolls/buns
2362_2015-11-23,citrus fruit
2789_2015-02-06,butter
3229_2015-08-07,bottled water
1715_2015-05-03,curd
4351_2015-01-16,tropical fruit
4397_2015-06-27,other vegetables
3653_2015-10-21,pip fruit
2730_2015-11-10,frozen potato products
4321_2015-10-27,chicken
1086_2015-11-17,soda
1708_2015-12-28,chocolate
4293_2015-08-24,other vegetables
4524_2015-04-22,soda
3783_2015-03-08,hamburger meat
1460_2015-06-24,bottled water
2960_2015-12-19,other vegetables
3442_2015-10-12,butter milk
4059_2015-05-07,flour
1822_2015-03-03,rolls/buns
1584_2015-07-10,onions
1624_2015-02-04,napkins
4877_2015-11-06,other vegetables
1567_2015-04-11,bottled water
2018_2015-01-04,canned beer
1182_2015-09-01,shopping bags
3401_2015-08-02,bottled beer
4547_2015-01-18,white bread
3547_2015-10-21,other vegetables
4831_2015-04-06,yogurt
2851_2015-01-01,canned beer
3072_2015-02-28,spread cheese
1398_2015-04-15,whole milk
1779_2015-10-28,rolls/buns
1823_2015-11-27,bottled water
3360_2015-11-14,whipped/sour cream
1565_2015-10-15,other vegetables
4321_2015-05-08,white bread
1293_2015-03-05,pip fruit
3331_2015-07-25,shopping bags
2408_2015-05-19,white bread
2742_2015-10-10,spread cheese
3934_2015-05-01,cling film/bags
4742_2015-06-22,hard cheese
4405_2015-07-22,chocolate
3229_2015-03-25,whipped/sour cream
2817_2015-12-22,pastry
2741_2015-02-17,frozen dessert
3562_2015-12-30,ice cream
4442_2015-06-10,fruit/vegetable juice
2022_2015-02-05,hard cheese
4380_2015-11-03,coffee
3687_2015-12-22,misc. beverages
2077_2015-05-07,butter
3273_2015-03-15,snack products
3736_2015-11-27,other vegetables
3190_2015-03-28,beverages
3295_2015-07-28,hamburger meat
3276_2015-06-30,frozen vegetables
4405_2015-01-06,whole milk
4266_2015-07-31,butter
1372_2015-06-25,tropical fruit
1242_2015-12-13,sugar
4820_2015-05-01,rolls/buns
4702_2015-11-08,brown bread
3687_2015-07-16,chocolate marshmallow
4115_2015-03-20,pastry
2236_2015-02-03,whole milk
1026_2015-03-15,candy
2678_2015-03-20,whole milk
1934_2015-08-04,rolls/buns
3525_2015-02-14,chicken
1354_2015-11-29,newspapers
2782_2015-04-09,bottled water
4456_2015-05-16,onions
4869_2015-04-03,pastry
2454_2015-08-26,UHT-milk
4222_2015-08-20,beef
3393_2015-02-15,pip fruit
1615_2015-12-03,pastry
4734_2015-07-12,tropical fruit
4946_2015-11-04,hard cheese
2419_2015-08-22,whole milk
4989_2015-06-03,root vegetables
2961_2015-05-27,newspapers
2707_2015-03-07,brown bread
1502_2015-04-16,UHT-milk
2600_2015-04-29,whole milk
3603_2015-01-30,tropical fruit
4352_2015-04-14,yogurt
1477_2015-05-16,root vegetables
4938_2015-11-24,frozen vegetables
2745_2015-01-27,root vegetables
2738_2015-11-09,red/blush wine
4170_2015-01-19,domestic eggs
3776_2015-05-17,citrus fruit
1062_2015-09-18,whole milk
1546_2015-01-03,bottled water
2020_2015-11-19,yogurt
1107_2015-01-03,rolls/buns
1407_2015-07-29,whole milk
3718_2015-02-26,brown bread
4808_2015-07-26,meat spreads
2940_2015-05-21,root vegetables
3048_2015-12-10,liquor (appetizer)
3165_2015-06-15,whole milk
4306_2015-12-28,whole milk
4302_2015-11-05,rolls/buns
1534_2015-07-10,other vegetables
1844_2015-07-24,specialty chocolate
1218_2015-07-05,yogurt
4482_2015-11-30,rolls/buns
2574_2015-12-11,other vegetables
2794_2015-09-29,photo/film
4228_2015-03-26,pip fruit
3062_2015-06-08,bottled water
2365_2015-06-21,pip fruit
3775_2015-07-07,brown bread
2232_2015-05-06,citrus fruit
4156_2015-08-03,bottled beer
3643_2015-09-20,pastry
3470_2015-10-04,bottled beer
2602_2015-12-11,newspapers
4796_2015-06-10,whole milk
3289_2015-08-09,candy
4470_2015-03-31,frozen vegetables
2502_2015-02-07,whole milk
2205_2015-03-07,rolls/buns
3201_2015-01-21,sugar
2882_2015-06-25,domestic eggs
2757_2015-12-16,onions
3679_2015-08-30,rolls/buns
2380_2015-02-12,pastry
1825_2015-10-06,soda
2868_2015-07-18,whole milk
2709_2015-08-20,rolls/buns
4585_2015-07-16,specialty cheese
2634_2015-04-22,other vegetables
4832_2015-12-03,whole milk
2032_2015-07-28,dessert
2210_2015-01-13,whole milk
2346_2015-08-05,cat food
4315_2015-04-26,butter
4166_2015-07-26,pastry
2706_2015-03-22,white wine
2855_2015-08-05,whole milk
2074_2015-04-10,waffles
2840_2015-05-27,rolls/buns
2247_2015-05-31,fruit/vegetable juice
4063_2015-07-14,pastry
4780_2015-07-03,whole milk
1081_2015-03-06,newspapers
4843_2015-03-02,dishes
3246_2015-08-27,beef
4009_2015-07-14,dish cleaner
4579_2015-10-29,root vegetables
3803_2015-10-06,berries
4108_2015-07-21,rolls/buns
4179_2015-03-06,brandy
4172_2015-02-18,whole milk
2851_2015-02-17,canned beer
3385_2015-06-22,yogurt
1303_2015-09-08,margarine
4487_2015-01-22,tropical fruit
2392_2015-03-23,onions
4218_2015-10-03,root vegetables
2891_2015-07-02,white bread
4474_2015-12-10,specialty bar
4437_2015-07-28,rolls/buns
2648_2015-11-08,margarine
1081_2015-05-03,yogurt
3071_2015-01-21,photo/film
3409_2015-05-20,red/blush wine
2768_2015-01-01,pip fruit
3424_2015-08-16,rolls/buns
4610_2015-04-19,brown bread
3090_2015-11-04,other vegetables
4585_2015-05-01,tropical fruit
4388_2015-03-20,newspapers
3751_2015-01-01,citrus fruit
2650_2015-05-11,soda
4282_2015-06-23,other vegetables
3273_2015-09-26,beef
2983_2015-09-11,soda
2075_2015-01-20,root vegetables
2841_2015-12-20,domestic eggs
1562_2015-05-11,pork
4619_2015-06-16,ice cream
3122_2015-10-31,bottled beer
1790_2015-03-29,misc. beverages
4395_2015-06-08,misc. beverages
3074_2015-04-13,margarine
3797_2015-01-20,cream
4958_2015-07-11,oil
3752_2015-02-08,other vegetables
1277_2015-12-01,rolls/buns
4403_2015-09-20,other vegetables
2272_2015-09-05,frozen vegetables
3443_2015-04-18,pip fruit
4667_2015-07-19,condensed milk
2902_2015-06-06,pastry
1494_2015-06-25,whole milk
2231_2015-05-08,margarine
1917_2015-07-29,herbs
2144_2015-01-05,other vegetables
2656_2015-12-16,bottled beer
1881_2015-06-05,domestic eggs
4764_2015-09-27,pip fruit
2361_2015-02-27,frozen vegetables
2311_2015-11-01,other vegetables
3937_2015-05-04,butter
4932_2015-07-17,beverages
1133_2015-08-03,domestic eggs
2843_2015-12-14,pasta
2719_2015-05-30,whole milk
2678_2015-04-04,whipped/sour cream
2211_2015-11-29,newspapers
4682_2015-03-19,root vegetables
1696_2015-10-04,mustard
2061_2015-02-12,flower (seeds)
1385_2015-06-21,curd
4302_2015-03-08,cream cheese 
4113_2015-04-27,margarine
1122_2015-06-25,frozen vegetables
4508_2015-10-07,root vegetables
4688_2015-08-03,other vegetables
3906_2015-06-16,pasta
2847_2015-05-18,chicken
3402_2015-03-29,pasta
2039_2015-09-22,sparkling wine
4228_2015-04-04,shopping bags
3622_2015-08-29,spread cheese
2643_2015-11-08,dessert
3406_2015-09-13,pork
4537_2015-01-22,rolls/buns
1326_2015-02-07,frozen vegetables
3490_2015-07-09,beverages
1277_2015-03-02,shopping bags
1599_2015-10-13,soda
2013_2015-02-07,other vegetables
2613_2015-05-24,rolls/buns
1705_2015-10-12,soda
4571_2015-03-03,newspapers
3432_2015-02-25,beverages
3641_2015-12-27,frozen meals
4232_2015-11-14,liquor
3614_2015-04-28,pastry
1120_2015-07-14,brown bread
4345_2015-01-28,pip fruit
3663_2015-01-04,bottled beer
2147_2015-11-12,waffles
4718_2015-09-04,salty snack
2825_2015-08-14,whole milk
3195_2015-06-14,rolls/buns
1910_2015-10-30,salt
4170_2015-01-08,rolls/buns
4576_2015-09-17,newspapers
1959_2015-07-09,root vegetables
2729_2015-01-06,red/blush wine
1811_2015-03-18,white wine
4548_2015-07-30,specialty bar
4463_2015-08-15,root vegetables
3908_2015-07-10,pot plants
3579_2015-05-24,long life bakery product
2226_2015-01-06,yogurt
3701_2015-04-27,decalcifier
4149_2015-03-20,pasta
3011_2015-06-22,rolls/buns
2324_2015-08-18,canned beer
3778_2015-12-03,rolls/buns
3837_2015-05-12,other vegetables
3587_2015-01-06,sugar
3885_2015-10-15,rolls/buns
2271_2015-01-17,white bread
4134_2015-06-14,specialty chocolate
4936_2015-03-15,spread cheese
4084_2015-11-03,semi-finished bread
1054_2015-10-21,other vegetables
2553_2015-07-20,organic products
1513_2015-11-12,bottled beer
1088_2015-11-09,hard cheese
3724_2015-12-11,frozen potato products
3054_2015-02-17,bottled beer
2281_2015-10-27,instant coffee
4353_2015-06-12,canned vegetables
2131_2015-08-27,other vegetables
2876_2015-09-09,other vegetables
4395_2015-02-25,candy
2438_2015-02-20,citrus fruit
2690_2015-10-17,liquor
4362_2015-03-02,sugar
1777_2015-04-21,tropical fruit
1659_2015-03-10,tropical fruit
4244_2015-10-31,oil
2165_2015-04-27,coffee
4809_2015-02-04,whole milk
3715_2015-04-06,rolls/buns
1562_2015-01-22,beef
2676_2015-11-07,bottled water
3339_2015-04-13,margarine
1565_2015-12-12,domestic eggs
3996_2015-08-31,other vegetables
2499_2015-02-18,root vegetables
1361_2015-07-06,liquor
4418_2015-01-13,processed cheese
4610_2015-01-22,dessert
3160_2015-05-06,processed cheese
2779_2015-12-01,rolls/buns
4154_2015-07-02,soda
2034_2015-10-11,butter milk
2601_2015-05-20,other vegetables
2511_2015-03-16,whole milk
4246_2015-12-01,whole milk
4231_2015-01-11,salty snack
2100_2015-09-19,tropical fruit
2380_2015-06-01,whole milk
2324_2015-05-14,packaged fruit/vegetables
1473_2015-10-02,mustard
3824_2015-02-12,whole milk
3289_2015-12-26,curd
1220_2015-12-29,ice cream
1923_2015-04-30,other vegetables
3612_2015-06-13,brown bread
2682_2015-06-28,bottled beer
4560_2015-07-03,waffles
4531_2015-10-16,onions
1379_2015-07-07,herbs
4826_2015-01-17,whole milk
1763_2015-12-03,frozen vegetables
1094_2015-09-08,whole milk
1729_2015-08-01,whole milk
4497_2015-06-07,onions
1893_2015-01-18,root vegetables
3478_2015-04-02,rolls/buns
2295_2015-12-28,pip fruit
1833_2015-07-24,dessert
3307_2015-03-03,other vegetables
3562_2015-03-18,salty snack
3145_2015-11-16,cake bar
3595_2015-12-17,whole milk
4934_2015-03-17,other vegetables
3386_2015-02-03,yogurt
4125_2015-03-21,yogurt
2570_2015-03-19,roll products 
3613_2015-10-05,other vegetables
3292_2015-07-31,dessert
1409_2015-07-02,snack products
3315_2015-11-19,candy
3486_2015-01-29,yogurt
1256_2015-08-02,coffee
2523_2015-07-04,other vegetables
1432_2015-08-04,grapes
4819_2015-10-01,rolls/buns
4455_2015-06-30,whole milk
3467_2015-11-27,citrus fruit
1991_2015-10-22,nuts/prunes
4862_2015-05-15,soft cheese
3225_2015-02-25,frozen vegetables
3296_2015-06-27,other vegetables
4179_2015-03-21,cat food
4641_2015-07-06,pip fruit
3411_2015-06-19,margarine
1932_2015-03-15,UHT-milk
1324_2015-04-10,whole milk
4787_2015-08-12,whole milk
1497_2015-10-10,margarine
3666_2015-04-12,specialty chocolate
4338_2015-09-06,onions
4159_2015-12-28,tropical fruit
4558_2015-04-03,dental care
4680_2015-08-27,pip fruit
4303_2015-09-25,semi-finished bread
4595_2015-08-07,frozen meals
2600_2015-12-16,other vegetables
3830_2015-04-07,ice cream
2073_2015-05-14,herbs
1847_2015-02-14,semi-finished bread
1223_2015-11-30,rum
3297_2015-02-08,dessert
2507_2015-12-30,coffee
3358_2015-03-19,soda
1930_2015-04-18,mayonnaise
2764_2015-12-28,tropical fruit
3025_2015-06-16,tea
2201_2015-05-03,butter milk
3982_2015-07-25,yogurt
2117_2015-03-28,bottled water
2706_2015-02-12,other vegetables
4924_2015-08-26,specialty bar
3851_2015-05-10,butter
4036_2015-05-26,whole milk
2202_2015-09-28,tidbits
1574_2015-02-12,brown bread
1417_2015-07-13,pot plants
3204_2015-05-08,shopping bags
3445_2015-10-01,cream cheese 
3748_2015-03-05,spread cheese
4061_2015-05-09,berries
2855_2015-09-09,soda
4548_2015-07-28,root vegetables
3881_2015-04-07,canned beer
3864_2015-12-12,specialty bar
2766_2015-08-19,oil
3953_2015-05-13,pip fruit
4526_2015-08-24,rolls/buns
1468_2015-10-09,other vegetables
4982_2015-08-01,pastry
3450_2015-04-27,meat
4456_2015-04-17,other vegetables
4606_2015-03-30,bottled beer
3773_2015-11-27,soda
4593_2015-02-12,other vegetables
2244_2015-01-28,yogurt
4296_2015-08-26,yogurt
3296_2015-03-02,root vegetables
1114_2015-07-10,UHT-milk
3480_2015-05-07,misc. beverages
3842_2015-10-14,white bread
1715_2015-05-21,specialty chocolate
4052_2015-04-21,whole milk
2663_2015-05-28,berries
1861_2015-05-19,other vegetables
2181_2015-06-23,roll products 
4277_2015-12-06,rolls/buns
2193_2015-01-07,liquor (appetizer)
3589_2015-10-05,tropical fruit
3144_2015-06-19,pet care
4044_2015-08-26,margarine
4048_2015-05-08,rolls/buns
2272_2015-01-31,waffles
4637_2015-05-14,pastry
3640_2015-01-26,white wine
2599_2015-11-22,tropical fruit
1363_2015-10-14,margarine
3560_2015-09-27,bottled beer
1228_2015-02-23,beverages
3749_2015-03-09,napkins
1358_2015-12-29,vinegar
2586_2015-10-26,cling film/bags
4626_2015-12-24,rolls/buns
1857_2015-09-10,pip fruit
2646_2015-11-11,root vegetables
4242_2015-12-09,whole milk
2344_2015-02-14,root vegetables
1646_2015-08-15,sliced cheese
3450_2015-03-08,pork
4645_2015-12-29,soda
3154_2015-04-10,root vegetables
2037_2015-04-19,grapes
2078_2015-10-16,pork
2444_2015-05-12,yogurt
2100_2015-10-13,citrus fruit
4689_2015-06-04,UHT-milk
4430_2015-02-22,hamburger meat
1997_2015-10-26,pip fruit
3414_2015-02-05,bottled beer
2289_2015-09-06,ice cream
3137_2015-08-24,other vegetables
1696_2015-03-01,whole milk
1332_2015-04-03,rolls/buns
4748_2015-03-24,root vegetables
4505_2015-04-17,dishes
4336_2015-04-27,whipped/sour cream
2800_2015-03-17,sauces
4456_2015-03-21,dessert
3537_2015-07-12,semi-finished bread
1331_2015-04-29,whipped/sour cream
1140_2015-06-26,other vegetables
1976_2015-10-14,root vegetables
3353_2015-04-13,yogurt
2190_2015-05-14,rolls/buns
3221_2015-06-29,soda
4878_2015-09-21,packaged fruit/vegetables
2291_2015-09-20,roll products 
2542_2015-03-08,yogurt
3770_2015-01-13,long life bakery product
3892_2015-07-20,herbs
2515_2015-07-22,shopping bags
4687_2015-01-13,fruit/vegetable juice
3743_2015-05-06,sliced cheese
4245_2015-06-04,yogurt
1851_2015-06-29,whole milk
1788_2015-12-20,berries
3166_2015-01-15,waffles
4108_2015-09-27,yogurt
4078_2015-04-25,specialty chocolate
1784_2015-09-26,curd
4001_2015-06-21,soda
3202_2015-11-14,butter
1939_2015-07-15,whole milk
2530_2015-08-30,other vegetables
2893_2015-12-12,canned fish
3666_2015-02-16,other vegetables
1123_2015-11-12,soda
1098_2015-05-07,napkins
4319_2015-05-21,UHT-milk
4761_2015-03-01,other vegetables
3790_2015-07-26,domestic eggs
4296_2015-07-28,chicken
4450_2015-07-30,condensed milk
2434_2015-09-18,coffee
3779_2015-11-10,white bread
1613_2015-08-03,canned vegetables
3209_2015-12-28,newspapers
4895_2015-09-07,domestic eggs
1654_2015-03-25,shopping bags
1126_2015-04-29,whole milk
1254_2015-04-19,specialty bar
3168_2015-05-02,flour
1892_2015-09-30,citrus fruit
1936_2015-05-20,dishes
3132_2015-07-30,yogurt
4375_2015-10-05,domestic eggs
3468_2015-07-08,vinegar
2488_2015-08-19,onions
1769_2015-12-30,whole milk
4937_2015-04-10,coffee
3389_2015-08-17,cream cheese 
1439_2015-08-13,whole milk
2542_2015-11-24,root vegetables
2065_2015-01-22,other vegetables
3830_2015-07-10,packaged fruit/vegetables
3686_2015-04-01,pip fruit
2774_2015-10-28,soda
2204_2015-07-16,detergent
4833_2015-03-10,pip fruit
1477_2015-02-08,rolls/buns
4697_2015-09-11,bottled water
2164_2015-03-19,semi-finished bread
3557_2015-02-02,bottled water
4319_2015-11-08,fruit/vegetable juice
3615_2015-08-13,spread cheese
1902_2015-10-21,ice cream
4390_2015-01-20,coffee
1985_2015-11-26,whole milk
1265_2015-09-29,tropical fruit
2023_2015-08-31,bottled beer
4288_2015-09-25,ham
2261_2015-06-29,packaged fruit/vegetables
3073_2015-01-17,nut snack
2406_2015-09-04,whole milk
3983_2015-07-20,butter milk
1737_2015-01-23,liquor
1304_2015-04-30,whipped/sour cream
4227_2015-08-20,coffee
3987_2015-06-17,pastry
4127_2015-11-12,herbs
1734_2015-03-20,rum
2770_2015-07-15,coffee
1454_2015-01-13,tropical fruit
2256_2015-08-21,whipped/sour cream
2625_2015-11-18,specialty bar
4335_2015-12-05,whole milk
3738_2015-05-24,waffles
2394_2015-08-19,whole milk
1927_2015-05-15,white wine
3681_2015-10-14,soft cheese
2435_2015-08-30,whole milk
1728_2015-08-15,bottled water
4708_2015-04-14,other vegetables
1010_2015-07-31,candles
3735_2015-04-20,seasonal products
3331_2015-05-19,ice cream
2383_2015-10-05,long life bakery product
1160_2015-11-20,tropical fruit
4890_2015-04-22,whole milk
3513_2015-05-29,waffles
2525_2015-01-14,soda
3708_2015-09-03,other vegetables
4746_2015-06-06,cake bar
4784_2015-09-11,coffee
2051_2015-01-02,domestic eggs
4745_2015-04-12,rolls/buns
1493_2015-02-23,whole milk
1330_2015-05-18,berries
1777_2015-07-10,pastry
2633_2015-07-10,rolls/buns
1917_2015-01-23,yogurt
4891_2015-01-09,butter
3828_2015-06-15,canned fish
2282_2015-05-11,margarine
2743_2015-08-10,specialty cheese
2704_2015-11-18,red/blush wine
4170_2015-07-11,red/blush wine
3867_2015-09-07,skin care
2592_2015-04-23,fruit/vegetable juice
1894_2015-10-03,soda
2348_2015-09-08,frozen vegetables
3747_2015-02-24,butter
4220_2015-08-21,rolls/buns
4504_2015-09-04,citrus fruit
3175_2015-11-23,soda
4240_2015-06-28,frozen dessert
4608_2015-11-25,frozen vegetables
3053_2015-12-03,brown bread
4096_2015-06-29,butter milk
2517_2015-01-28,yogurt
1899_2015-10-24,liquor
2934_2015-05-11,whipped/sour cream
2508_2015-12-27,cleaner
1527_2015-05-14,frozen vegetables
1431_2015-11-07,bottled water
4148_2015-02-09,butter milk
3862_2015-03-05,yogurt
3402_2015-04-11,mayonnaise
3178_2015-12-08,whole milk
2134_2015-09-26,liquor (appetizer)
1038_2015-04-23,herbs
4780_2015-09-19,condensed milk
1251_2015-11-26,dessert
4293_2015-09-30,misc. beverages
3676_2015-10-24,canned beer
2992_2015-11-09,pet care
4124_2015-05-22,frozen vegetables
4756_2015-09-18,frozen fish
1422_2015-10-04,whole milk
1229_2015-03-20,whipped/sour cream
4733_2015-01-19,nuts/prunes
2053_2015-09-17,cream cheese 
4230_2015-03-15,root vegetables
3968_2015-11-12,newspapers
4935_2015-04-02,root vegetables
2290_2015-01-12,hamburger meat
2143_2015-07-25,tropical fruit
3657_2015-01-22,soda
4369_2015-08-25,whole milk
2639_2015-11-12,citrus fruit
2706_2015-08-14,whole milk
2133_2015-08-05,whole milk
3635_2015-07-23,chocolate
2734_2015-03-30,shopping bags
1080_2015-05-14,frozen vegetables
4413_2015-10-11,spread cheese
1729_2015-08-28,whole milk
2167_2015-10-18,mayonnaise
1391_2015-03-19,rolls/buns
3347_2015-06-05,canned beer
4091_2015-12-28,waffles
4589_2015-07-10,frozen vegetables
3590_2015-02-27,shopping bags
4147_2015-01-02,newspapers
4187_2015-09-14,sliced cheese
2613_2015-04-11,yogurt
4197_2015-11-03,pastry
4553_2015-06-13,coffee
3045_2015-03-26,coffee
2079_2015-07-19,whole milk
1108_2015-07-30,whole milk
4306_2015-04-26,brown bread
2761_2015-03-02,whipped/sour cream
3931_2015-03-08,bottled beer
4351_2015-05-08,red/blush wine
2788_2015-09-03,onions
3962_2015-05-28,yogurt
3690_2015-05-21,pork
4937_2015-06-28,other vegetables
2544_2015-01-20,frozen potato products
2439_2015-10-31,salty snack
2952_2015-08-11,bottled beer
1472_2015-09-19,bottled water
3781_2015-04-21,frozen dessert
1079_2015-09-09,onions
4636_2015-01-05,sauces
4644_2015-08-25,hygiene articles
2226_2015-02-17,sliced cheese
4477_2015-02-15,whole milk
3132_2015-08-29,UHT-milk
4295_2015-03-24,tropical fruit
2918_2015-12-11,pip fruit
3167_2015-02-03,whipped/sour cream
